Titles,Descriptions,Ids,Pub_year,Article_links,Year,Keyword
"Air Pollution, Ultrafine Particles, and Your Brain: Are Combustion Nanoparticle Emissions and Engineered Nanoparticles Causing Preventable Fatal Neurodegenerative Diseases and Common Neuropsychiatric Outcomes?",,35193357,,https://pubmed.ncbi.nlm.nih.gov/35193357/,2022,fatal
Profiling fatal and serious injury crashes in South Australia according to the Swedish transport administration model.,,35192414,,https://pubmed.ncbi.nlm.nih.gov/35192414/,2022,fatal
Case Report: A Fatal Case of Babesiosis in a Splenectomized Male Patient from Western India.,,35189595,,https://pubmed.ncbi.nlm.nih.gov/35189595/,2022,fatal
Fatal thrombotic microangiopathy with rhabdomyolysis as an initial symptom after the first dose of mRNA-1273 vaccine: A case report.,,35189339,,https://pubmed.ncbi.nlm.nih.gov/35189339/,2022,fatal
Bronchial Aspirate-Based Profiling Identifies MicroRNA Signatures Associated With COVID-19 and Fatal Disease in Critically Ill Patients.,,35186962,,https://pubmed.ncbi.nlm.nih.gov/35186962/,2022,fatal
Persistent Clostridium difficile Colitis Mimicking A Fatal Case Of Strongyloides Hyperinfection Syndrome.,,35181536,,https://pubmed.ncbi.nlm.nih.gov/35181536/,2022,fatal
Fatal non-traumatic gas gangrene caused by Clostridium perfringens type A in a Siberian Husky dog.,,35179099,,https://pubmed.ncbi.nlm.nih.gov/35179099/,2022,fatal
Fatal JC-virus Granular Cerebellar Neuronopathy in a Patient Diagnosed with ALPS and Hypogammaglobulinemia.,,35178641,,https://pubmed.ncbi.nlm.nih.gov/35178641/,2022,fatal
"First Identified Case of Fatal Fulminant Eosinophilic Myocarditis Following the Initial Dose of the Pfizer-BioNTech mRNA COVID-19 Vaccine (BNT162b2, Comirnaty): an Extremely Rare Idiosyncratic Necrotizing Hypersensitivity Reaction Different to Hypersensitivity or Drug-Induced Myocarditis.",,35178640,,https://pubmed.ncbi.nlm.nih.gov/35178640/,2022,fatal
"Morphologically, immunohistochemically and PCR proven lymphocytic viral peri-, endo-, myocarditis in patients with fatal COVID-19.",,35177093,,https://pubmed.ncbi.nlm.nih.gov/35177093/,2022,fatal
Fatal drowning statistics from the Netherlands - an example of an aggregated demographic profile.,,35177025,,https://pubmed.ncbi.nlm.nih.gov/35177025/,2022,fatal
Fatal pulmonary oedema associated with severe pre-eclampsia: challenges and lessons.,,35175275,,https://pubmed.ncbi.nlm.nih.gov/35175275/,2022,fatal
The predictive power of geographic health care utilization for unintentional fatal fall rates.,,35172791,,https://pubmed.ncbi.nlm.nih.gov/35172791/,2022,fatal
Fatal Sarcocystis calchasi-associated meningoencephalitis in 2 captive vulturine guineafowl.,,35168421,,https://pubmed.ncbi.nlm.nih.gov/35168421/,2022,fatal
"Non-Fatal Attacks by Dogs: Characteristics of Victims and Attacking Dogs, From the Forensic Perspective: A Series of 106 Cases From Athens, Greece, and Brief Review of the Literature.",,35165556,,https://pubmed.ncbi.nlm.nih.gov/35165556/,2022,fatal
Urinary bladder Schistosoma haematobium-related squamous cell carcinoma: a report of two fatal cases and literature review.,,35164874,,https://pubmed.ncbi.nlm.nih.gov/35164874/,2022,fatal
Elephant Endotheliotropic Herpesvirus 4 and Clostridium perfringens Type C Fatal Co-Infection in an Adult Asian Elephant (Elephas maximus).,,35158672,,https://pubmed.ncbi.nlm.nih.gov/35158672/,2022,fatal
Comparing estimates of road traffic deaths and non-fatal road traffic injuries in Cambodia.,,35149595,,https://pubmed.ncbi.nlm.nih.gov/35149595/,2022,fatal
Sporadic Fatal Insomnia Presenting with Initial Symptoms of Parkinsonism and Abnormal Dopamine Transporter Imaging.,,35146064,,https://pubmed.ncbi.nlm.nih.gov/35146064/,2022,fatal
Pulmonary vascular inflammation with fatal coronavirus disease 2019 (COVID-19): possible role for the NLRP3 inflammasome.,,35144622,,https://pubmed.ncbi.nlm.nih.gov/35144622/,2022,fatal
Histological and immunohistochemical findings in a fatal case of thrombotic thrombocytopenia after ChAdOx1 nCov-19 vaccination.,,35144085,,https://pubmed.ncbi.nlm.nih.gov/35144085/,2022,fatal
A Case Report of Fatal Mucormycosis in a 30-Year-Old Patient with Autoimmune Polyendocrine Syndrome Type 1.,,35141820,,https://pubmed.ncbi.nlm.nih.gov/35141820/,2022,fatal
"Hemodynamic variation is a dominant contributing factor of Graves' hyperthyroidism complication: Heart failure and fatal liver dysfunction, a case report and analysis.",,35140941,,https://pubmed.ncbi.nlm.nih.gov/35140941/,2022,fatal
First Fatal Cases due to Escherichia coli O157 and Campylobacter jejuni subsp. jejuni Outbreak Occurred in Southern Brazil.,,35138934,,https://pubmed.ncbi.nlm.nih.gov/35138934/,2022,fatal
Non-fatal strangulation and COVID-19 common symptoms and signs: considerations for medical and forensic assessment.,,35137342,,https://pubmed.ncbi.nlm.nih.gov/35137342/,2022,fatal
Development of SARS-CoV2 humoral response including neutralizing antibodies is not sufficient to protect patients against fatal infection.,,35136139,,https://pubmed.ncbi.nlm.nih.gov/35136139/,2022,fatal
"Trends in fatal occupational injuries in Latino/a workers relative to other groups, North Carolina 2000-2017.",,35128690,,https://pubmed.ncbi.nlm.nih.gov/35128690/,2022,fatal
Case Report: Fatal Acute Liver Failure With Giant Cell Transformation in a Pediatric Patient Associated With MIS-C.,,35127589,,https://pubmed.ncbi.nlm.nih.gov/35127589/,2022,fatal
Lessons learned from a fatal case of tuberculous meningitis with a rapid decline in an infant.,,35127244,,https://pubmed.ncbi.nlm.nih.gov/35127244/,2022,fatal
Case Report: A Fatal Case of Latent Melioidosis Activated by COVID-19.,,35114640,,https://pubmed.ncbi.nlm.nih.gov/35114640/,2022,fatal
Ischemic Stroke Due to Spontaneous Dissection of the Brachiocephalic to the Common Carotid Artery with a Fatal Course after Expansion to the Ascending Aorta.,,35110491,,https://pubmed.ncbi.nlm.nih.gov/35110491/,2022,fatal
"Antibodies against viral nucleo-, phospho-, and X protein contribute to serological diagnosis of fatal Borna disease virus 1 infections.",,35106511,,https://pubmed.ncbi.nlm.nih.gov/35106511/,2022,fatal
Fatal outcome following multiple bee stings: A rare case.,,35106166,,https://pubmed.ncbi.nlm.nih.gov/35106166/,2022,fatal
Fatal pediatric hyperthermia: A forensic review.,,35103301,,https://pubmed.ncbi.nlm.nih.gov/35103301/,2022,fatal
Investigating the Source of Fatal Pulmonary Thromboembolism in a Coronial Postmortem Population.,,35102008,,https://pubmed.ncbi.nlm.nih.gov/35102008/,2022,fatal
Fatal Pneumonia Associated With a Novel Genotype of Human Coronavirus OC43.,,35095806,,https://pubmed.ncbi.nlm.nih.gov/35095806/,2022,fatal
Fatal SARS-CoV-2-Associated Panton-Valentine Leukocidin-producing Staphylococcal Bacteremia: A Nationwide Multicenter Cohort Study.,,35093994,,https://pubmed.ncbi.nlm.nih.gov/35093994/,2022,fatal
Clinical characteristics of patients with lateral medullary infarction who had fatal respiratory failure.,,35091384,,https://pubmed.ncbi.nlm.nih.gov/35091384/,2022,fatal
Case Report: Sudden Fatal Hemorrhage in Ulcerative Fungal Laryngotracheitis-A Pediatric Case Report.,,35087772,,https://pubmed.ncbi.nlm.nih.gov/35087772/,2022,fatal
Fatal spirorchiidosis in European pond turtles (Emys orbicularis) in Switzerland.,,35079570,,https://pubmed.ncbi.nlm.nih.gov/35079570/,2022,fatal
Fatal air embolism: A grave complication during diagnostic flexible bronchoscopy.,,35079390,,https://pubmed.ncbi.nlm.nih.gov/35079390/,2022,fatal
Anticoagulated de novo atrial flutter complicated by transitory ischemic attack in fatal COVID-19.,,35079383,,https://pubmed.ncbi.nlm.nih.gov/35079383/,2022,fatal
"Renal expression of Hsp27, 60, and 70 in cases of fatal hypothermia.",,35078040,,https://pubmed.ncbi.nlm.nih.gov/35078040/,2022,fatal
[Fatal opioid overdoses usually occur without anyone being present and able to intervene. Knowledge of the presence of witnesses is important for how naloxone programs should be designed].,,35077567,,https://pubmed.ncbi.nlm.nih.gov/35077567/,2022,fatal
"Fatal Case of Mediterranean Spotted Fever Associated with Septic Shock, Iran.",,35076374,,https://pubmed.ncbi.nlm.nih.gov/35076374/,2022,fatal
Staphylococcus-induced proliferative glomerulonephritis and cerebral hemorrhage - fatal complications in a young female with postpartum cardiomyopathy and an implanted left ventricular assist device: a case report and review of the literature.,,35075982,,https://pubmed.ncbi.nlm.nih.gov/35075982/,2022,fatal
Pembrolizumab-related cholangitis with multiple fatal liver abscesses after endoscopic biliary drainage: a case report and review of the literature.,,35072901,,https://pubmed.ncbi.nlm.nih.gov/35072901/,2022,fatal
Suspected cerebrovascular air embolism during endoscopic esophageal varices ligation under sedation with fatal outcome: A case report.,,35071541,,https://pubmed.ncbi.nlm.nih.gov/35071541/,2022,fatal
A Neuropathological Study of Diffuse Vascular Injury in Fatal Motor Vehicle Collisions.,,35066582,,https://pubmed.ncbi.nlm.nih.gov/35066582/,2022,fatal
Fatal and Unresponsive Cytomegalovirus Infection in a New Homozygous FOXN1 Gene Variation Causing Nude SCID.,,35064468,,https://pubmed.ncbi.nlm.nih.gov/35064468/,2022,fatal
Cough syncope as a cause of motor vehicle crash: fatal distraction?,,35060284,,https://pubmed.ncbi.nlm.nih.gov/35060284/,2022,fatal
"Balamuthia mandrillaris infection: report of 1st autochthonous, fatal case in Italy.",,35059895,,https://pubmed.ncbi.nlm.nih.gov/35059895/,2022,fatal
Patterns of unintentional fatal drowning among children in North Tunisia : A 10-year study.,,35058111,,https://pubmed.ncbi.nlm.nih.gov/35058111/,2022,fatal
Fuel tank injury in a fatal motorcycle accident.,,35048266,,https://pubmed.ncbi.nlm.nih.gov/35048266/,2022,fatal
Identification of Parameters Representative of Immune Dysfunction in Patients with Severe and Fatal COVID-19 Infection: a Systematic Review and Meta-analysis.,,35040086,,https://pubmed.ncbi.nlm.nih.gov/35040086/,2022,fatal
Discovery of signatures of fatal neonatal illness in vital signs using highly comparative time-series analysis.,,35039624,,https://pubmed.ncbi.nlm.nih.gov/35039624/,2022,fatal
A case of fatal familial insomnia: diagnostic and therapeutic approaches.,,35037601,,https://pubmed.ncbi.nlm.nih.gov/35037601/,2022,fatal
Rare but Potentially Fatal Presentations of Diffuse Large B-cell Lymphoma: Leukemic Phase or Hemophagocytic Syndrome in Bone Marrow.,,35036912,,https://pubmed.ncbi.nlm.nih.gov/35036912/,2022,fatal
A fatal masquerade in pneumonia: Ruptured thoracic aortic aneurysm.,,35035967,,https://pubmed.ncbi.nlm.nih.gov/35035967/,2022,fatal
Barium sulfate aspiration pneumonia: A fatal case of death.,,35035966,,https://pubmed.ncbi.nlm.nih.gov/35035966/,2022,fatal
A fatal case of COVID-19 breakthrough infection due to the delta variant.,,35035958,,https://pubmed.ncbi.nlm.nih.gov/35035958/,2022,fatal
Non-fatal MI as surrogate end point for all-cause or cardiovascular mortality.,,35031686,,https://pubmed.ncbi.nlm.nih.gov/35031686/,2022,fatal
Characteristics of fatal 'novel' synthetic opioid toxicity in Australia.,,35030539,,https://pubmed.ncbi.nlm.nih.gov/35030539/,2022,fatal
[Fatal serotonin syndrome induced by ecstasy consumption].,,35029334,,https://pubmed.ncbi.nlm.nih.gov/35029334/,2022,fatal
Fatal allograft mucormycosis complicating severe COVID-19 infection and bacterial pyelonephritis.,,35029013,,https://pubmed.ncbi.nlm.nih.gov/35029013/,2022,fatal
"The non-fatal burden of cancer in Belgium, 2004-2019: a nationwide registry-based study.",,35026995,,https://pubmed.ncbi.nlm.nih.gov/35026995/,2022,fatal
The risk of fatal bleeding complications in jugular catheterization in patients with coagulopathy: A retrospective analysis of death cases in closed claims and the Medical Accident Investigating System in Japan.,,35025900,,https://pubmed.ncbi.nlm.nih.gov/35025900/,2022,fatal
Fatal Intoxication by the Novel Cathinone 4-Fluoro-3-methyl-α-PVP.,,35020879,,https://pubmed.ncbi.nlm.nih.gov/35020879/,2022,fatal
Higher levels of bacterial DNA in serum associate with severe and fatal COVID-19.,,35020222,,https://pubmed.ncbi.nlm.nih.gov/35020222/,2022,fatal
Real-Time PCR Confirmation of a Fatal Case of Primary Amoebic Meningoencephalitis in Turkey Caused by Naegleria fowleri or Brain-Eating Amoeba.,,35020127,,https://pubmed.ncbi.nlm.nih.gov/35020127/,2022,fatal
Identification and characterisation of SARS-CoV-2 and Human alphaherpesvirus 1 from a productive coinfection in a fatal COVID-19 case.,,35019069,,https://pubmed.ncbi.nlm.nih.gov/35019069/,2022,fatal
Infant urinary metabolomic profile in a fatal acute methadone intoxication.,,35018499,,https://pubmed.ncbi.nlm.nih.gov/35018499/,2022,fatal
Fatal Systemic Infection of Clostridium tarantellae in a Wild Korean Raccoon Dog (Nyctereutes procyonoides koreensis).,,35015076,,https://pubmed.ncbi.nlm.nih.gov/35015076/,2022,fatal
Fatal case of disseminated cryptococcal infection and meningoencephalitis in the setting of prolonged glucocorticoid use in a Covid-19 positive patient.,,35013707,,https://pubmed.ncbi.nlm.nih.gov/35013707/,2022,fatal
Fatal Allograft Rejection and Cardiac Allograft Vasculopathy After Treatment With Pembrolizumab for Metastatic Melanoma in a Heart Transplant Recipient: A Case Report.,,35012763,,https://pubmed.ncbi.nlm.nih.gov/35012763/,2022,fatal
Fatal Toxoplasma gondii myocarditis in an urban pet dog.,,35012716,,https://pubmed.ncbi.nlm.nih.gov/35012716/,2022,fatal
Fatal liver mass rupture in a common-variable-immunodeficiency patient with probable nodular regenerating hyperplasia.,,34996523,,https://pubmed.ncbi.nlm.nih.gov/34996523/,2022,fatal
Predicting effects of built environment on fatal pedestrian accidents at location-specific level: Application of XGBoost and SHAP.,,34995959,,https://pubmed.ncbi.nlm.nih.gov/34995959/,2022,fatal
Fatal pulmonary tumour thrombotic microangiopathy in patient with ovarian adenocarcinoma: review and a case report.,,34986798,,https://pubmed.ncbi.nlm.nih.gov/34986798/,2022,fatal
"Herpes Zoster Meningoencephalitis: A Novel, Rare, Potentially Fatal Side Effect to Tofacitinib.",,34983891,,https://pubmed.ncbi.nlm.nih.gov/34983891/,2022,fatal
Traction-induced aneurysm of an accessory left hepatic artery: a potentially fatal but synchronously treatable complication of a large hiatus hernia.,,34982605,,https://pubmed.ncbi.nlm.nih.gov/34982605/,2022,fatal
"First Identified Case of Fatal Fulminant Necrotizing Eosinophilic Myocarditis Following the Initial Dose of the Pfizer-BioNTech mRNA COVID-19 Vaccine (BNT162b2, Comirnaty): an Extremely Rare Idiosyncratic Hypersensitivity Reaction.",,34978002,,https://pubmed.ncbi.nlm.nih.gov/34978002/,2022,fatal
Serious and Fatal Complications after Neonatal Circumcision.,,34973956,,https://pubmed.ncbi.nlm.nih.gov/34973956/,2022,fatal
Fatal COVID-19 and Non-COVID-19 Acute Respiratory Distress Syndrome Is Associated with Incomplete Alveolar Type 1 Epithelial Cell Differentiation from the Transitional State without Fibrosis.,,34973949,,https://pubmed.ncbi.nlm.nih.gov/34973949/,2022,fatal
Fatal human herpes virus 6B myocarditis: Postmortem diagnosis of HHV-6B based on CD134+ T-cell tropism.,,34973500,,https://pubmed.ncbi.nlm.nih.gov/34973500/,2022,fatal
The histologic and molecular correlates of liver disease in fatal COVID-19 including with alcohol use disorder.,,34968863,,https://pubmed.ncbi.nlm.nih.gov/34968863/,2022,fatal
Lessons from fatal re-expansion pulmonary oedema: case series.,,34962266,,https://pubmed.ncbi.nlm.nih.gov/34962266/,2022,fatal
"A case of fatal amoebic encephalitis caused by Balamuthia mandrillaris, China.",,34954104,,https://pubmed.ncbi.nlm.nih.gov/34954104/,2022,fatal
Identifying pathways to recent non-fatal overdose among people who use opioids non-medically: How do psychological pain and unmet mental health need contribute to overdose risk?,,34953432,,https://pubmed.ncbi.nlm.nih.gov/34953432/,2022,fatal
Acute transverse myelitis after BNT162b2 vaccination against COVID-19: Report of a fatal case and review of the literature.,,34953348,,https://pubmed.ncbi.nlm.nih.gov/34953348/,2022,fatal
"Two Cases of Fatal Inhalation of Easily Available ""Recreational"" Substances.",,34939944,,https://pubmed.ncbi.nlm.nih.gov/34939944/,2022,fatal
Dupilumab unmasking cutaneous T-cell lymphoma: report of a fatal case.,,34939237,,https://pubmed.ncbi.nlm.nih.gov/34939237/,2022,fatal
Fatal lab explosion in China highlights wider safety fears.,,34937888,,https://pubmed.ncbi.nlm.nih.gov/34937888/,2022,fatal
Fatal myositis and myasthenia induced by atezolizumab for the treatment of hepatocellular carcinoma.,,34936927,,https://pubmed.ncbi.nlm.nih.gov/34936927/,2022,fatal
A fatal case of malignant atrophic papulosis in a pediatric patient.,,34935194,,https://pubmed.ncbi.nlm.nih.gov/34935194/,2022,fatal
"Fatal infection with Versteria sp. in a muskrat, with implications for human health.",,34933615,,https://pubmed.ncbi.nlm.nih.gov/34933615/,2022,fatal
The case of fatal acute hemorrhagic necrotizing encephalitis in a two-month-old boy with Covid-19.,,34929359,,https://pubmed.ncbi.nlm.nih.gov/34929359/,2022,fatal
